Economy,Economy Code,ISO Code,Region,Income Group,Report Year,WBL INDEX,MOBILITY,Can a woman choose where to live in the same way as a man?,Can a woman travel outside her home in the same way as a man?,Can a woman apply for a passport in the same way as a man?,Can a woman travel outside the country in the same way as a man?,WORKPLACE,Can a woman get a job in the same way as a man?,Does the law prohibit discrimination in employment based on gender?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,PAY,Does the law mandate equal remuneration for work of equal value?,Can a woman work at night in the same way as a man?,Can a woman work in a job deemed dangerous in the same way as a man?,Can a woman work in an industrial job in the same way as a man?,MARRIAGE,Is there no legal provision that requires a married woman to obey her husband?,Can a woman be head of household in the same way as a man?,Is there legislation specifically addressing domestic violence?,Can a woman obtain a judgment of divorce in the same way as a man?,Does a woman have the same rights to remarry as a man?,PARENTHOOD,Is paid leave of at least 14 weeks available to mothers?,Length of paid maternity leave,Does the government administer 100% of maternity leave benefits?,Is there paid leave available to fathers?,Length of paid paternity leave,Is there paid parental leave?,Shared days,Days for the mother,Days for the father,Is dismissal of pregnant workers prohibited?,ENTREPRENEURSHIP,Does the law prohibit discrimination in access to credit based on gender?,Can a woman sign a contract in the same way as a man?,Can a woman register a business in the same way as a man?,Can a woman open a bank account in the same way as a man?,ASSETS,Do men and women have equal ownership rights to immovable property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do male and female surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,PENSION,Is the age at which men and women can retire with full pension benefits the same?,Is the age at which men and women can retire with partial pension benefits the same?,Is the mandatory retirement age for men and women the same?,Are periods of absence due to childcare accounted for in pension benefits?
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2000,45.6,75,Yes,Yes,No,Yes,25,Yes,No,No,No,0,No,No,No,No,60,Yes,No,No,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,40,No,No,Yes,No,Yes,50,No,No,Yes,Yes
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2001,45.6,75,Yes,Yes,No,Yes,25,Yes,No,No,No,0,No,No,No,No,60,Yes,No,No,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,40,No,No,Yes,No,Yes,50,No,No,Yes,Yes
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2002,51.9,75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,0,No,No,No,No,60,Yes,No,No,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,40,No,No,Yes,No,Yes,50,No,No,Yes,Yes
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2003,51.9,75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,0,No,No,No,No,60,Yes,No,No,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,40,No,No,Yes,No,Yes,50,No,No,Yes,Yes
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2004,51.9,75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,0,No,No,No,No,60,Yes,No,No,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,40,No,No,Yes,No,Yes,50,No,No,Yes,Yes
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2005,51.9,75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,0,No,No,No,No,60,Yes,No,No,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,40,No,No,Yes,No,Yes,50,No,No,Yes,Yes
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2006,58.1,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,40,No,No,Yes,No,Yes,50,No,No,Yes,Yes
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2007,58.1,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,40,No,No,Yes,No,Yes,50,No,No,Yes,Yes
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2008,58.1,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,40,No,No,Yes,No,Yes,50,No,No,Yes,Yes
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2009,63.1,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,50,No,No,Yes,Yes
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2010,63.1,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,50,No,No,Yes,Yes
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2011,63.1,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,50,No,No,Yes,Yes
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2012,63.1,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,50,No,No,Yes,Yes
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2013,63.1,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,50,No,No,Yes,Yes
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2014,63.1,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,50,No,No,Yes,Yes
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2015,69.4,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2016,69.4,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2017,69.4,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2018,69.4,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2019,69.4,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2020,69.4,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2021,71.9,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,80,Yes,No,Yes,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2022,71.9,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,80,Yes,No,Yes,Yes,Yes,40,Yes,98,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1971,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1972,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1973,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1974,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1975,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1976,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1977,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1978,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1979,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1980,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1981,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1982,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1983,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1984,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1985,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1986,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1987,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1988,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1989,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1990,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1991,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1992,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1993,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1994,42.5,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1995,45.0,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1996,45.0,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1997,45.0,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1998,45.0,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,1999,45.0,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2000,45.0,50,No,Yes,No,Yes,25,Yes,No,No,No,25,No,No,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,56,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2001,56.9,50,No,Yes,No,Yes,50,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,56,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2002,56.9,50,No,Yes,No,Yes,50,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,56,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2003,56.9,50,No,Yes,No,Yes,50,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,56,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2004,56.9,50,No,Yes,No,Yes,50,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,56,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2005,56.9,50,No,Yes,No,Yes,50,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,56,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2006,60.0,50,No,Yes,No,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,No,56,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2007,60.0,50,No,Yes,No,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,No,56,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2008,62.5,50,No,Yes,No,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,56,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2009,62.5,50,No,Yes,No,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,56,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2010,62.5,50,No,Yes,No,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,56,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2011,62.5,50,No,Yes,No,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,56,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2012,62.5,50,No,Yes,No,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,56,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2013,68.8,50,No,Yes,No,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,56,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2014,75.0,50,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,56,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2015,75.0,50,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,56,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2016,77.5,50,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,56,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2017,77.5,50,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,56,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2018,77.5,50,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,56,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2019,77.5,50,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,56,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2020,77.5,50,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,56,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2021,77.5,50,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,56,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2022,77.5,50,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,56,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Malaysia,MYS,MYS,East Asia & Pacific,Upper middle income,1971,41.9,50,No,No,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,20,No,Yes,No,No,No,0,No,60,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
