Base Dataset,SERIES Code,SERIES Description,REF_AREA Code,REF_AREA Description,TIME_PERIOD,TIME_DETAIL,OBS_VALUE,UNIT_MEASURE Code,UNIT_MEASURE Description,Sex code,Sex,Nature code,Reporting Type code,Reporting Type,Type of Occupation code,Type of Occupation,SOURCE_DETAIL,COMMENT_OBS
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","56","Belgium","2018","2018","20","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","ES - Structure of Earnings Survey","Repository: Eurostat ,  Data reference period: October ,  Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies ,  Establishment size coverage: All establishments with at least 10 employees ,  Local currency: BEL - Euro(EUR)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","84","Belize","2017","2017","7","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Employment definition: Including subsistence workers ,  Data reference period: April ,  Local currency: BLZ - Belize dollar(BZD) ,  Job coverage: Main job currently held ,  Working time arrangement coverage: Full-time and part time workers"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","84","Belize","2017","2017","7","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Employment definition: Including subsistence workers ,  Data reference period: April ,  Local currency: BLZ - Belize dollar(BZD) ,  Job coverage: Main job currently held ,  Working time arrangement coverage: Full-time and part time workers"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","84","Belize","2017","2017","7","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Employment definition: Including subsistence workers ,  Data reference period: April ,  Local currency: BLZ - Belize dollar(BZD) ,  Job coverage: Main job currently held ,  Working time arrangement coverage: Full-time and part time workers"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","84","Belize","2018","2018","7.5","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Employment definition: Including subsistence workers ,  Data reference period: April ,  Local currency: BLZ - Belize dollar(BZD) ,  Job coverage: Main job currently held ,  Working time arrangement coverage: Full-time and part time workers"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","84","Belize","2018","2018","8.2","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Employment definition: Including subsistence workers ,  Data reference period: April ,  Local currency: BLZ - Belize dollar(BZD) ,  Job coverage: Main job currently held ,  Working time arrangement coverage: Full-time and part time workers"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","84","Belize","2018","2018","7","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Employment definition: Including subsistence workers ,  Data reference period: April ,  Local currency: BLZ - Belize dollar(BZD) ,  Job coverage: Main job currently held ,  Working time arrangement coverage: Full-time and part time workers"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","84","Belize","2019","2019","5.8","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Employment definition: Including subsistence workers ,  Data reference period: April ,  Population coverage: Excluding institutional population ,  Local currency: BLZ - Belize dollar(BZD) ,  Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","84","Belize","2019","2019","5.5","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Employment definition: Including subsistence workers ,  Data reference period: April ,  Population coverage: Excluding institutional population ,  Local currency: BLZ - Belize dollar(BZD) ,  Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","84","Belize","2019","2019","5.6","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Employment definition: Including subsistence workers ,  Data reference period: April ,  Population coverage: Excluding institutional population ,  Local currency: BLZ - Belize dollar(BZD) ,  Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2000","2000","6.3","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2000","2000","6","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2000","2000","5.6","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2001","2001","6.1","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2001","2001","6.6","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2001","2001","5.3","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2002","2002","6.3","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2002","2002","6.1","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2002","2002","5.8","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2005","2005","7.1","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2005","2005","7.3","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2005","2005","6.5","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2006","2006","7.9","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2006","2006","8.3","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2006","2006","7.2","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2007","2007","8.2","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2007","2007","8","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2007","2007","7.8","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2008","2008","9.1","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2008","2008","8.3","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2008","2008","9.6","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2009","2009","10.2","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2009","2009","9.4","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2009","2009","10.7","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2011","2011","11.3","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2011","2011","12","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2011","2011","12.4","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2012","2012","13.6","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2012","2012","12.8","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2012","2012","14.1","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2013","2013","15.7","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2013","2013","14.2","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2013","2013","16.6","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2014","2014","16.2","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2014","2014","16.8","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2014","2014","15.3","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","116","Cambodia","2012","2012","2259.5","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour force survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: KHM - Riel(KHR) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","120","Cameroon","2014","2014","633.5","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - Household survey of Cameroon","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: CMR - Central African CFA franc(XAF)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","120","Cameroon","2014","2014","849.8","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - Household survey of Cameroon","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: CMR - Central African CFA franc(XAF)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","120","Cameroon","2014","2014","939.2","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - Household survey of Cameroon","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: CMR - Central African CFA franc(XAF)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","148","Chad","2018","2018","1097.8","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HIES - Modular and Integrated Household Survey on Living Conditions","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: TCD - Central African CFA franc(XAF)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","148","Chad","2018","2018","1171.2","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HIES - Modular and Integrated Household Survey on Living Conditions","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: TCD - Central African CFA franc(XAF)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","148","Chad","2018","2018","1084.9","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HIES - Modular and Integrated Household Survey on Living Conditions","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: TCD - Central African CFA franc(XAF)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2000","2000","1319","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2000","2000","1780","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2000","2000","1613","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2003","2003","1617","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2003","2003","2034","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2003","2003","1881","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2006","2006","1817","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2006","2006","2123","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2006","2006","2008","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2009","2009","2807","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2009","2009","3092","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2009","2009","2351","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2011","2011","3014","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2011","2011","2700","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2011","2011","3220","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2013","2013","3883","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2013","2013","3552","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2013","2013","3085","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2015","2015","3008.6","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2015","2015","3238.4","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2015","2015","2713","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2017","2017","3169.3","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2017","2017","3681.1","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","152","Chile","2017","2017","3455.2","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - National Survey on Socio-Economic Conditions","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: CHL - Chilean peso(CLP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","170","Colombia","2001","2001","2202","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - Continuous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: COL - Colombian peso(COP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","170","Colombia","2001","2001","2244","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - Continuous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: COL - Colombian peso(COP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","170","Colombia","2001","2001","2174","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - Continuous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: COL - Colombian peso(COP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","170","Colombia","2002","2002","3428","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - Continuous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: COL - Colombian peso(COP)"
